,mass,dustmass,logmet,sfr100
833,122239928.12591055,85462.574642955,-1.1745969834069765,1.2223992812591046e-05
891,1326956801.0882185,2589692.8059041165,-0.5626018801687014,0.2071480187658948
663,4593965904.110947,171.30699511233078,-0.7247096852824788,0.0004593965904110942
707,1239455960.7320628,957400.4987587857,-0.8743262963824319,0.2880399045445233
655,3153392440.6283073,2344215.245011661,-0.579709314020503,0.20373059490622394
855,274732383.22486657,703105.0814932353,-1.0357318949919119,0.027800624669259675
1755,201777708.48557186,38661.725410984836,-1.2219234621430668,2.0177770848557196e-05
1708,68452859.79044786,28923.311172704667,-1.1977733993373851,6.845285979044794e-06
210,17548591940.25972,24071343.16952537,-0.28920580199119,0.9977421395048899
1042,283378993.0103675,106365.09709209991,-1.0901778272092326,0.05279317791027428
1501,96715324.1885278,19453.663715912953,-1.3466902999833292,9.671532418852788e-06
704,399970572.8775177,196527.23657059716,-1.0634782692092455,0.02521229755000841
445,4692064666.789305,5505849.140023149,-0.5504707357163638,0.495219483969564
675,924177028.1625896,1050493.1495679347,-0.8805993067952544,0.17199396587264248
1425,738085315.0928432,160523.29121175015,-0.8410741315170672,0.031159533048924576
1391,59211889.760370135,31402.502505440443,-1.4288513375130854,5.921188976037013e-06
1211,411711044.9228408,177338.57222101942,-0.9820690851613163,0.11009284139335923
95,49134583407.2811,40354.826063890236,-0.10235817477890824,0.004913458340728113
821,3300125695.5792665,944.9115695493847,-0.634877624720155,0.0003300125695579272
683,1298974650.66118,1470532.2208379812,-0.768112136442066,0.3717803945768302
